fips,county,time,state,ind(not needed),inter,intra,ind_r
1123,Tallapo,12,AL,120,1.824572655,1.76438667,295.9966454
1123,Tallapo,16,AL,57,1.331984904,1.801386251,140.5984066
1123,Tallapo,20,AL,258,1.249352507,1.696554106,636.3927876
1123,Tallapo,24,AL,684,1.346291409,1.632668163,1687.180879
1125,Tuscalo,1,AL,1,1.146764429,2.496080654,0.482381033
1125,Tuscalo,4,AL,91,0.726658788,1.668507754,43.89667398
1125,Tuscalo,8,AL,677,0.89317672,1.886640457,326.5719592
1125,Tuscalo,12,AL,646,1.214104821,2.013313717,311.6181472
1125,Tuscalo,16,AL,804,0.909143533,2.320156292,387.8343504
1125,Tuscalo,20,AL,1623,1.124092521,2.071247679,782.9044162
1125,Tuscalo,24,AL,1661,0.987433974,1.98702395,801.2348954
1127,Walker,1,AL,0,1.395414132,2.615972547,0
1127,Walker,4,AL,17,0.989237249,2.018561847,26.51692404
1127,Walker,8,AL,267,1.40508501,2.241304009,416.4716893
1127,Walker,12,AL,158,1.291842146,2.359070348,246.4514116
1127,Walker,16,AL,207,1.228513492,2.441428794,322.8825456
1127,Walker,20,AL,490,1.148026829,2.401497426,764.3113399
1127,Walker,24,AL,279,1.172360006,2.351271253,435.189518
1129,Washing,1,AL,0,1.408621002,1.103923584,0
1129,Washing,4,AL,8,1.053745239,1.002357778,48.36466961
1129,Washing,8,AL,18,1.461217581,1.019285412,108.8205066
1129,Washing,12,AL,166,1.273199928,1.128105919,1003.566894
1129,Washing,16,AL,33,1.286500212,1.200652923,199.5042621
1129,Washing,20,AL,51,1.384438668,1.131733269,308.3247688
1129,Washing,24,AL,99,1.314914455,1.169215888,598.5127864
1131,Wilcox,1,AL,0,0.990543957,0.843553974,0
1131,Wilcox,4,AL,35,0.763973411,0.677839154,327.6846737
1131,Wilcox,8,AL,82,0.91938957,0.654433106,767.7183784
1131,Wilcox,12,AL,54,0.866023781,0.785506975,505.5706395
1131,Wilcox,16,AL,19,0.862278813,0.793933152,177.8859657
1131,Wilcox,20,AL,40,0.871641232,0.763973411,374.49677
1131,Wilcox,24,AL,113,1.039228537,0.739631121,1057.953375
1133,Winston,1,AL,0,1.742347797,1.646905483,0
1133,Winston,4,AL,6,1.562394887,1.345442314,25.22704339
1133,Winston,8,AL,80,2.040026909,1.440043727,336.3605785
1133,Winston,12,AL,46,1.893289607,1.521190716,193.4073327
1133,Winston,16,AL,64,1.6860074,1.518247561,269.0884628
1133,Winston,20,AL,271,1.516145308,1.486293306,1139.42146
1133,Winston,24,AL,139,1.508156744,1.471577531,584.4265052
13001,Appling,1,GA,0,0.979392625,1.49132321,0
13001,Appling,4,GA,11,0.612798265,1.085683297,59.65292842
13001,Appling,8,GA,55,0.914859002,1.296637744,298.2646421
13001,Appling,12,GA,165,0.854663774,1.229934924,894.7939263
13001,Appling,16,GA,66,0.79989154,1.25,357.9175705
13001,Appling,20,GA,34,0.963665944,1.145336226,184.3817787
13001,Appling,24,GA,158,0.869848156,1.172451193,856.8329718
13003,Atkinso,1,GA,0,1.366670713,1.034106081,0
13003,Atkinso,4,GA,2,0.813205486,0.859327588,24.27479063
13003,Atkinso,8,GA,29,1.247724238,0.905449691,351.9844641
13003,Atkinso,12,GA,68,1.196747178,0.915159607,825.3428814
13003,Atkinso,16,GA,9,1.142128899,0.952785532,109.2365578
13003,Atkinso,20,GA,30,1.250151717,0.811991747,364.1218595
13003,Atkinso,24,GA,95,1.16640369,0.831411579,1153.052555
13005,Bacon,1,GA,0,1.327560039,1.746272654,0
13005,Bacon,4,GA,13,0.890991876,1.340951701,116.061066
13005,Bacon,8,GA,69,1.266851174,1.44183555,616.0164271
13005,Bacon,12,GA,70,1.143647889,1.623962146,624.9442014
13005,Bacon,16,GA,37,1.022230158,1.5703955,330.3276493
13005,Bacon,20,GA,21,1.207035086,1.332916704,187.4832604
13005,Bacon,24,GA,164,1.042764039,1.365056691,1464.154986
13007,Baker,1,GA,0,1.222860792,0.568326948,0
13007,Baker,4,GA,15,0.584291188,0.530012771,478.9272031
13007,Baker,8,GA,4,1.063218391,0.641762452,127.7139208
13007,Baker,12,GA,13,1.008939975,0.561941252,415.0702427
13007,Baker,16,GA,11,1.072796935,0.648148148,351.2132823
13007,Baker,20,GA,4,1.075989783,0.561941252,127.7139208
13007,Baker,24,GA,23,1.143039591,0.552362708,734.3550447
13009,Baldwin,1,GA,0,0.88049478,1.932122986,0
13009,Baldwin,4,GA,51,0.663917891,0.987564009,113.0544657
13009,Baldwin,8,GA,58,0.87273614,1.209017756,128.5717453
13009,Baldwin,12,GA,227,1.079115958,1.32362395,503.2032099
13009,Baldwin,16,GA,190,0.875174569,1.547072776,421.1833034
13009,Baldwin,20,GA,126,0.988229035,1.485225333,279.3110328
13009,Baldwin,24,GA,388,1.137416595,1.299683004,860.1006406
13011,Banks,1,GA,0,2.459375668,1.429869575,0
13011,Banks,4,GA,6,1.670942912,1.144964721,32.07184092
13011,Banks,8,GA,19,2.393628394,1.197348728,101.5608296
13011,Banks,12,GA,56,2.30436177,1.199486851,299.337182
13011,Banks,16,GA,47,2.129570237,1.278062861,251.2294206
13011,Banks,20,GA,115,2.457237545,1.141757537,614.7102844
13011,Banks,24,GA,192,2.247166987,1.161535172,1026.29891
13013,Barrow,1,GA,0,1.427884189,1.569672494,0
13013,Barrow,4,GA,48,0.902887671,1.186590877,60.76641643
13013,Barrow,8,GA,61,1.428770366,1.329518553,77.22398754
13013,Barrow,12,GA,356,1.353065539,1.375979542,450.6842552
13013,Barrow,16,GA,205,1.343190996,1.331417503,259.5232368
13013,Barrow,20,GA,347,1.421047968,1.284703321,439.2905521
13013,Barrow,24,GA,1341,1.316858883,1.284323531,1697.661759
13015,Bartow,1,GA,0,1.161943976,1.858004747,0
13015,Bartow,4,GA,98,0.789370848,1.401366769,93.40538892
13015,Bartow,8,GA,80,1.31854097,1.593705621,76.24929708
13015,Bartow,12,GA,476,1.225802762,1.789285068,453.6833176
13015,Bartow,16,GA,228,1.081215033,1.663664351,217.3104967
13015,Bartow,20,GA,666,1.178432886,1.575787036,634.7753982
13015,Bartow,24,GA,1710,1.060913657,1.573594868,1629.828725
13017,Ben Hil,1,GA,0,1.152468737,1.534667997,0
13017,Ben Hil,4,GA,6,0.727411495,1.157752598,35.22573827
13017,Ben Hil,8,GA,32,1.090823695,1.395526331,187.8706041
13017,Ben Hil,12,GA,85,1.237597605,1.494745494,499.0312922
13017,Ben Hil,16,GA,74,1.003933541,1.340339341,434.450772
13017,Ben Hil,20,GA,30,1.235836318,1.275171726,176.1286914
13017,Ben Hil,24,GA,278,1.111959138,1.301591029,1632.125873
13019,Berrien,1,GA,0,1.318400167,1.353383459,0
13019,Berrien,4,GA,5,0.750835422,1.051065163,26.106934
13019,Berrien,8,GA,22,1.189954052,1.174289891,114.8705096
13019,Berrien,12,GA,61,1.184732665,1.191520468,318.5045948
13019,Berrien,16,GA,30,1.140350877,1.275584795,156.641604
13019,Berrien,20,GA,74,1.216060986,1.121553885,386.3826232
13019,Berrien,24,GA,202,1.20248538,1.152360067,1054.720134
13021,Bibb,1,GA,0,1.047715405,1.496866841,0
13021,Bibb,4,GA,57,0.567493473,0.987336815,37.20626632
13021,Bibb,8,GA,74,0.914947781,1.217624021,48.30287206
13021,Bibb,12,GA,966,0.865796345,1.249477807,630.5483029
13021,Bibb,16,GA,291,0.805939948,1.174543081,189.9477807
13021,Bibb,20,GA,416,0.922062663,1.139490862,271.54047
13021,Bibb,24,GA,1622,0.846344648,1.034660574,1058.746736
13023,Bleckle,1,GA,0,1.385960803,1.644413212,0
13023,Bleckle,4,GA,2,0.824549075,1.179823534,15.61645975
13023,Bleckle,8,GA,13,1.131412509,1.285234637,101.5069884
13023,Bleckle,12,GA,31,1.089248068,1.345358007,242.0551261
13023,Bleckle,16,GA,15,1.24931678,1.391426564,117.1234481
13023,Bleckle,20,GA,44,1.498399313,1.268056532,343.5621145
13023,Bleckle,24,GA,191,1.160302959,1.256344187,1491.371906
13025,Brantle,1,GA,0,1.183621241,1.092450416,0
13025,Brantle,4,GA,11,0.692045212,0.922371508,58.64789934
13025,Brantle,8,GA,12,1.081787161,0.988483685,63.97952655
13025,Brantle,12,GA,54,0.990616336,1.072190233,287.9078695
13025,Brantle,16,GA,19,0.981019407,1.031136703,101.300917
13025,Brantle,20,GA,59,1.126039667,0.885050117,314.5660055
13025,Brantle,24,GA,117,1.02473875,0.957027085,623.8003839
13027,Brooks,1,GA,0,1.144323284,0.838357922,0
13027,Brooks,4,GA,18,0.717126363,0.701090443,115.4586273
13027,Brooks,8,GA,16,1.130211674,0.77613855,102.629891
13027,Brooks,12,GA,92,1.107761386,0.785760103,590.121873
13027,Brooks,16,GA,24,0.998717126,0.753688262,153.9448364
13027,Brooks,20,GA,27,1.037203336,0.696600385,173.187941
13027,Brooks,24,GA,100,0.933290571,0.636946761,641.4368185
13029,Bryan,1,GA,0,1.67039905,1.720044249,0
13029,Bryan,4,GA,23,0.868251356,1.239780914,62.0564984
13029,Bryan,8,GA,8,1.57029922,1.394652349,21.58486901
13029,Bryan,12,GA,194,1.419744759,1.470739012,523.4330734
13029,Bryan,16,GA,154,1.33556377,1.432156059,415.5087284
13029,Bryan,20,GA,78,1.568410544,1.250843159,210.4524728
13029,Bryan,24,GA,387,1.36686183,1.324501524,1044.168038
13031,Bulloch,1,GA,0,0.809774041,2.162506569,0
13031,Bulloch,4,GA,17,0.609957961,1.060168156,22.33315817
13031,Bulloch,8,GA,31,0.767997898,1.275748818,40.72517078
13031,Bulloch,12,GA,309,0.761692065,1.37020494,405.9379926
13031,Bulloch,16,GA,223,0.811087756,1.666447714,292.9584866
13031,Bulloch,20,GA,156,1.343011035,1.330267998,204.9395691
13031,Bulloch,24,GA,589,1.032580137,1.369022596,773.7782449
13033,Burke,1,GA,0,1.519982238,1.672291297,0
13033,Burke,4,GA,24,1.002664298,1.265097691,106.5719361
13033,Burke,8,GA,2,1.411634103,1.368561279,8.880994671
13033,Burke,12,GA,163,1.239342806,1.357904085,723.8010657
13033,Burke,16,GA,77,1.193605684,1.247335702,341.9182949
13033,Burke,20,GA,86,1.269094139,1.158969805,381.8827709
13033,Burke,24,GA,318,1.122113677,1.128330373,1412.078153
13035,Butts,1,GA,0,1.769198838,1.357409714,0
13035,Butts,4,GA,24,1.228725612,1.02781237,99.626401
13035,Butts,8,GA,33,1.804898298,1.132835201,136.9863014
13035,Butts,12,GA,91,1.667081777,1.186799502,377.7501038
13035,Butts,16,GA,48,1.513075965,1.116645911,199.252802
13035,Butts,20,GA,111,1.687837277,1.081361561,460.7721046
13035,Butts,24,GA,341,1.519717725,1.102117061,1415.525114
13037,Calhoun,1,GA,0,0.977219167,0.58444619,0
13037,Calhoun,4,GA,47,0.504320503,0.527886881,738.4131972
13037,Calhoun,8,GA,10,0.816967793,0.538884525,157.1091909
13037,Calhoun,12,GA,19,0.821681068,0.531029065,298.5074627
13037,Calhoun,16,GA,17,0.892380204,0.598586017,267.0856245
13037,Calhoun,20,GA,0,0.977219167,0.513747054,0
13037,Calhoun,24,GA,105,0.829536528,0.509033779,1649.646504
13039,Camden,1,GA,0,0.725141365,1.469068776,0
13039,Camden,4,GA,18,0.391876914,1.06836242,33.81488231
13039,Camden,8,GA,14,0.738479458,1.31896827,26.30046402
13039,Camden,12,GA,295,0.606977137,1.37626571,554.1883489
13039,Camden,16,GA,127,0.586312487,1.321034735,238.5827807
13039,Camden,20,GA,206,0.749938945,1.210197066,386.9925419
13039,Camden,24,GA,376,0.605662114,1.204936973,706.3553193
13043,Candler,1,GA,0,1.317055124,1.383647799,0
13043,Candler,4,GA,3,0.809285979,1.009988901,27.74694784
13043,Candler,8,GA,2,1.328153903,1.141324454,18.49796522
13043,Candler,12,GA,90,1.17554569,1.304106548,832.4084351
13043,Candler,16,GA,59,1.200517943,1.112652608,545.6899741
13043,Candler,20,GA,25,1.43081761,1.093229745,231.2245653
13043,Candler,24,GA,96,1.206067333,1.118201998,887.9023307
13045,Carroll,1,GA,0,1.043922753,1.751789935,0
13045,Carroll,4,GA,132,0.685167644,1.20964645,112.6443255
13045,Carroll,8,GA,113,1.055272523,1.423499996,96.43036959
13045,Carroll,12,GA,383,1.036071785,1.555003712,326.8392173
13045,Carroll,16,GA,258,1.002534497,1.539045766,220.1684545
13045,Carroll,20,GA,742,1.176023826,1.417441096,633.1976481
13045,Carroll,24,GA,944,1.059710026,1.428534856,805.5776009
13047,Catoosa,1,GA,0,1.595952024,1.697301349,0
13047,Catoosa,4,GA,10,1.015292354,1.308845577,14.99250375
13047,Catoosa,8,GA,59,1.629985008,1.416641679,88.45577211
13047,Catoosa,12,GA,151,1.598950525,1.459070465,226.3868066
13047,Catoosa,16,GA,163,1.464317841,1.404947526,244.3778111
13047,Catoosa,20,GA,313,1.593403298,1.336431784,469.2653673
13047,Catoosa,24,GA,781,1.503448276,1.404197901,1170.914543
13049,Charlto,1,GA,0,0.901840491,0.820552147,0
13049,Charlto,4,GA,3,0.629601227,0.709355828,23.00613497
13049,Charlto,8,GA,5,0.93404908,0.756134969,38.34355828
13049,Charlto,12,GA,195,0.837423313,0.761503068,1495.398773
13049,Charlto,16,GA,36,0.830521472,0.791411043,276.0736196
13049,Charlto,20,GA,43,0.892638037,0.620398773,329.7546012
13049,Charlto,24,GA,118,0.835122699,0.641871166,904.9079755
13051,Chatham,1,GA,0,0.699177805,1.404768177,0
13051,Chatham,4,GA,135,0.36437247,0.831969941,46.79440963
13051,Chatham,8,GA,104,0.67879624,1.062163774,36.04902668
13051,Chatham,12,GA,1568,0.605762298,1.069824192,543.5084022
13051,Chatham,16,GA,610,0.572694249,0.985836892,211.4414065
13051,Chatham,20,GA,684,0.700702956,0.953635406,237.0916755
13051,Chatham,24,GA,2204,0.601880095,0.908158172,763.9620653
13053,Chattah,1,GA,0,2.446022727,0.920454546,0
13053,Chattah,4,GA,3,1.130681818,0.659090909,28.40909091
13053,Chattah,8,GA,148,1.886363636,0.673295455,1401.515152
13053,Chattah,12,GA,163,1.767045455,0.65625,1543.560606
13053,Chattah,16,GA,50,1.875,0.62405303,473.4848485
13053,Chattah,20,GA,72,1.777462121,0.612689394,681.8181818
13053,Chattah,24,GA,77,0.952651515,0.506628788,729.1666667
13055,Chattoo,1,GA,0,0.893519265,1.444059326,0
13055,Chattoo,4,GA,4,0.512655167,1.122843785,16.12123166
13055,Chattoo,8,GA,1,0.933419313,1.28284701,4.030307916
13055,Chattoo,12,GA,105,0.85523134,1.327986458,423.1823311
13055,Chattoo,16,GA,86,0.816137353,1.327986458,346.6064807
13055,Chattoo,20,GA,107,0.949137514,1.20143479,431.242947
13055,Chattoo,24,GA,320,0.845558601,1.200628728,1289.698533
13057,Cheroke,1,GA,0,1.049875765,1.784538311,0
13057,Cheroke,4,GA,135,0.556733935,1.280770862,54.54214896
13057,Cheroke,8,GA,144,1.049148537,1.532836394,58.17829223
13057,Cheroke,12,GA,760,0.93933701,1.719612953,307.0520979
13057,Cheroke,16,GA,488,0.903379593,1.54645173,197.1597681
13057,Cheroke,20,GA,1563,1.061026604,1.501807971,631.4768802
13057,Cheroke,24,GA,4050,0.951174676,1.54645173,1636.264469
13059,Clarke,1,GA,0,1.078097261,1.506308648,0
13059,Clarke,4,GA,41,0.629755263,0.587750444,32.49429369
13059,Clarke,8,GA,93,0.916259828,0.683727492,73.7065686
13059,Clarke,12,GA,486,0.975304337,0.758305859,385.1762617
13059,Clarke,16,GA,495,1.064307,0.956124778,392.3091555
13059,Clarke,20,GA,559,1.261016358,0.874017246,443.0319554
13059,Clarke,24,GA,1518,1.209738778,0.772254629,1203.08141
13061,Clay,1,GA,0,1.158929177,0.65740427,0
13061,Clay,4,GA,15,0.748898678,0.633683497,508.3022704
13061,Clay,8,GA,14,1.169095222,0.640460861,474.4154524
13061,Clay,12,GA,15,1.192815995,0.548966452,508.3022704
13061,Clay,16,GA,3,1.006438495,0.555743816,101.6604541
13061,Clay,20,GA,17,1.186038631,0.596407997,576.0759065
13061,Clay,24,GA,18,1.094544222,0.660792952,609.9627245
13063,Clayton,1,GA,0,1.348390692,0.920370462,0
13063,Clayton,4,GA,334,0.582849565,0.643088404,117.7972617
13063,Clayton,8,GA,211,0.89991465,0.752385924,74.41683302
13063,Clayton,12,GA,1102,0.915362315,0.7882894,388.6604265
13063,Clayton,16,GA,217,0.827437592,0.638926705,76.53295149
13063,Clayton,20,GA,852,0.963045518,0.659100368,300.4888234
13063,Clayton,24,GA,2634,0.803701797,0.624713442,928.9760103
13065,Clinch,1,GA,0,1.027520191,1.477714628,0
13065,Clinch,4,GA,5,0.7194137,1.230930302,74.78312893
13065,Clinch,8,GA,14,1.212982351,1.355070296,209.392761
13065,Clinch,12,GA,44,0.924319474,1.310200419,658.0915346
13065,Clinch,16,GA,41,0.860005983,1.278791505,613.2216572
13065,Clinch,20,GA,20,1.245886928,1.198025725,299.1325157
13065,Clinch,24,GA,110,1.069398744,1.162129824,1645.228836
13067,Cobb,1,GA,0,0.824114971,1.295043516,0
13067,Cobb,4,GA,566,0.414992719,0.836907529,75.34430751
13067,Cobb,8,GA,503,0.739931684,1.027717653,66.95792699
13067,Cobb,12,GA,3334,0.697493937,1.093717137,443.8125817
13067,Cobb,16,GA,1026,0.756531393,0.891964783,136.578197
13067,Cobb,20,GA,3259,0.749343067,0.953917505,433.8287954
13067,Cobb,24,GA,9503,0.650583453,0.956979199,1265.012287
13069,Coffee,1,GA,0,0.85376909,1.882104089,0
13069,Coffee,4,GA,50,0.481625253,1.326561447,116.22231
13069,Coffee,8,GA,50,0.8381953,1.543664722,116.22231
13069,Coffee,12,GA,292,0.795193045,1.632923456,678.7382906
13069,Coffee,16,GA,143,0.676413844,1.574579856,332.3958067
13069,Coffee,20,GA,212,0.840984635,1.481834453,492.7825946
13069,Coffee,24,GA,469,0.78333837,1.528788266,1090.165268
13071,Colquit,1,GA,0,0.774084334,1.499802137,0
13071,Colquit,4,GA,81,0.449808732,1.065602603,178.0767709
13071,Colquit,8,GA,220,0.768148441,1.287429099,483.6653036
13071,Colquit,12,GA,121,0.740667458,1.304357385,266.015917
13071,Colquit,16,GA,4,0.596007563,1.289627578,8.793914611
13071,Colquit,20,GA,51,0.723519325,1.170030339,112.1224113
13071,Colquit,24,GA,464,0.655586334,1.127599701,1020.094095
13073,Columbi,1,GA,0,0.996848147,1.518529578,0
13073,Columbi,4,GA,57,0.521084237,1.07859726,37.82223549
13073,Columbi,8,GA,54,0.943963372,1.277197173,35.83159152
13073,Columbi,12,GA,727,0.850535815,1.457483163,482.3993895
13073,Columbi,16,GA,257,0.823662121,1.313891377,170.5318337
13073,Columbi,20,GA,912,0.940313858,1.245413225,605.1557679
13073,Columbi,24,GA,2292,0.793669752,1.293785873,1520.851996
13075,Cook,1,GA,0,1.457763288,1.698783257,0
13075,Cook,4,GA,6,0.872678582,1.19403854,34.93043023
13075,Cook,8,GA,10,1.428654596,1.49444024,58.21738371
13075,Cook,12,GA,110,1.445537638,1.496186761,640.3912208
13075,Cook,16,GA,16,1.284857659,1.436222856,93.14781394
13075,Cook,20,GA,114,1.508412412,1.304651569,663.6781743
13075,Cook,24,GA,168,1.383827211,1.305815917,978.0520463
13077,Coweta,1,GA,0,1.005025827,1.830587743,0
13077,Coweta,4,GA,84,0.594234259,1.320256876,58.63465029
13077,Coweta,8,GA,92,1.012704174,1.539578389,64.21890269
13077,Coweta,12,GA,340,0.960421611,1.59932989,237.3307274
13077,Coweta,16,GA,202,0.895225464,1.550677091,141.0023733
13077,Coweta,20,GA,778,1.033365908,1.468518777,543.0685467
13077,Coweta,24,GA,1528,0.874912746,1.471310903,1066.59221
13079,Crawfor,1,GA,0,1.616227181,1.035294118,0
13079,Crawfor,4,GA,3,0.980121704,0.861663286,24.34077079
13079,Crawfor,8,GA,3,1.495334686,0.895740365,24.34077079
13079,Crawfor,12,GA,21,1.47505071,0.940365112,170.3853955
13079,Crawfor,16,GA,4,1.359026369,0.941176471,32.45436106
13079,Crawfor,20,GA,20,1.511561866,0.871399594,162.2718053
13079,Crawfor,24,GA,65,1.369574037,0.868154158,527.3833671
13081,Crisp,1,GA,0,0.99194294,1.144278607,0
13081,Crisp,4,GA,71,0.567076124,0.812310131,312.5963105
13081,Crisp,8,GA,16,0.984017963,0.980495751,70.44423898
13081,Crisp,12,GA,24,0.922379254,0.973891604,105.6663585
13081,Crisp,16,GA,42,0.795139348,0.955840268,184.9161273
13081,Crisp,20,GA,40,0.961123586,0.875269669,176.1105975
13081,Crisp,24,GA,184,0.930304231,0.819794831,810.1087483
13083,Dade,1,GA,0,1.242205347,1.333580293,0
13083,Dade,4,GA,2,0.974254492,1.01808977,12.34796567
13083,Dade,8,GA,14,1.478051491,1.111934309,86.43575971
13083,Dade,12,GA,24,1.360745817,1.116873495,148.1755881
13083,Dade,16,GA,43,1.293449404,1.128604063,265.481262
13083,Dade,20,GA,72,1.463851331,1.048959684,444.5267642
13083,Dade,24,GA,178,1.379885164,0.992159042,1098.968945
13085,Dawson,1,GA,0,2.101809586,1.555673296,0
13085,Dawson,4,GA,25,1.283827845,1.219840235,101.8910988
13085,Dawson,8,GA,11,2.299070753,1.318470818,44.83208347
13085,Dawson,12,GA,99,2.228154548,1.432181285,403.4887512
13085,Dawson,16,GA,59,2.044750571,1.34455494,240.4629932
13085,Dawson,20,GA,116,2.400146723,1.260596674,472.7746984
13085,Dawson,24,GA,406,2.136860124,1.333958265,1654.711444
13087,Decatur,1,GA,0,1.080878495,1.980736077,0
13087,Decatur,4,GA,33,0.640506709,1.432801139,123.6788846
13087,Decatur,8,GA,61,1.007795518,1.733753092,228.6185443
13087,Decatur,12,GA,294,0.861629563,1.717262574,1101.866427
13087,Decatur,16,GA,89,0.90885241,1.648677011,333.558204
13087,Decatur,20,GA,80,1.02878345,1.559853085,299.8275991
13087,Decatur,24,GA,265,0.851135597,1.458286485,993.1789221
13089,DeKalb,1,GA,0,0.792942429,0.869184584,0
13089,DeKalb,4,GA,712,0.394035683,0.579963514,95.01910391
13089,DeKalb,8,GA,749,0.630969555,0.694119892,99.95689442
13089,DeKalb,12,GA,2804,0.59389609,0.716286568,374.2044486
13089,DeKalb,16,GA,1089,0.510367358,0.589612223,145.3311856
13089,DeKalb,20,GA,2871,0.581324743,0.549776265,383.145853
13089,DeKalb,24,GA,7026,0.556649135,0.545465707,937.6463821
13091,Dodge,1,GA,0,0.929473331,1.270344232,0
13091,Dodge,4,GA,13,0.574679533,0.913630035,62.4129819
13091,Dodge,8,GA,5,0.883383744,1.065341591,24.00499304
13091,Dodge,12,GA,21,0.82865236,1.084065486,100.8209708
13091,Dodge,16,GA,57,0.771520476,1.092227183,273.6569206
13091,Dodge,20,GA,68,1.630899227,1.095107782,326.4679053
13091,Dodge,24,GA,315,0.93091363,0.992846512,1512.314561
13093,Dooly,1,GA,0,0.970442633,0.629732091,0
13093,Dooly,4,GA,48,0.638468259,0.517617938,349.4467094
13093,Dooly,8,GA,19,0.958794409,0.505969715,138.3226558
13093,Dooly,12,GA,18,0.836488061,0.508881771,131.042516
13093,Dooly,16,GA,30,0.79426325,0.500145603,218.4041934
13093,Dooly,20,GA,37,0.892545137,0.441904485,269.3651718
13093,Dooly,24,GA,115,0.718549796,0.436808387,837.2160746
13095,Dougher,1,GA,0,1.017468758,1.237193851,0
13095,Dougher,4,GA,967,0.525623446,0.765637716,1078.001851
13095,Dougher,8,GA,76,0.927170775,0.928285565,84.72403376
13095,Dougher,12,GA,304,0.911006321,1.013344035,338.896135
13095,Dougher,16,GA,75,0.843227094,0.958942287,83.60924384
13095,Dougher,20,GA,112,0.942443397,0.899635464,124.8564708
13095,Dougher,24,GA,959,0.892946724,0.848578086,1069.083531
13097,Douglas,1,GA,0,1.070571325,1.295668313,0
13097,Douglas,4,GA,134,0.633355662,0.927809875,93.49967903
13097,Douglas,8,GA,97,1.021239778,1.107761869,67.68260348
13097,Douglas,12,GA,581,0.976513439,1.146278155,405.3978621
13097,Douglas,16,GA,200,0.884967484,1.078176896,139.5517598
13097,Douglas,20,GA,628,1.007912585,1.01628569,438.1925256
13097,Douglas,24,GA,1727,0.834519523,0.994724944,1205.029445
13099,Early,1,GA,0,1.328549263,1.452676493,0
13099,Early,4,GA,108,0.826221877,1.094840962,1047.323507
13099,Early,8,GA,14,1.277152832,1.317882079,135.7641583
13099,Early,12,GA,20,1.276183088,1.28394104,193.9487975
13099,Early,16,GA,46,1.213149729,1.185996897,446.0822343
13099,Early,20,GA,68,1.282971296,1.188906129,659.4259116
13099,Early,24,GA,122,1.173390225,1.12587277,1183.087665
13101,Echols,1,GA,0,1.552373775,0.91434313,0
13101,Echols,4,GA,2,0.954534037,0.728460186,50.23863351
13101,Echols,8,GA,84,1.353931173,0.768651093,2110.022607
13101,Echols,12,GA,9,1.326299925,0.730972118,226.0738508
13101,Echols,16,GA,2,1.338859583,0.796282341,50.23863351
13101,Echols,20,GA,12,1.34890731,0.655614167,301.4318011
13101,Echols,24,GA,29,1.155488571,0.660638031,728.4601859
13103,Effingh,1,GA,0,1.196653273,1.79770822,0
13103,Effingh,4,GA,19,0.665707624,1.256014683,31.41690229
13103,Effingh,8,GA,15,1.127205384,1.409792152,24.8028176
13103,Effingh,12,GA,232,1.043206508,1.591844834,383.6169122
13103,Effingh,16,GA,130,0.98864031,1.505365676,214.9577525
13103,Effingh,20,GA,192,1.159779751,1.331580601,317.4760653
13103,Effingh,24,GA,403,1.000545662,1.353241728,666.3690329
13105,Elbert,1,GA,0,0.908901179,1.674319107,0
13105,Elbert,4,GA,6,0.642804967,1.256913284,31.30543671
13105,Elbert,8,GA,11,0.986643014,1.500052176,57.39330064
13105,Elbert,12,GA,90,0.893770218,1.552749661,469.5815507
13105,Elbert,16,GA,86,0.873421684,1.491704059,448.7112595
13105,Elbert,20,GA,185,1.411875196,1.368047584,965.2509653
13105,Elbert,24,GA,251,1.080037567,1.374308672,1309.610769
13107,Emanuel,1,GA,0,0.956375094,1.545289132,0
13107,Emanuel,4,GA,9,0.643500644,1.180047042,39.94141925
13107,Emanuel,8,GA,4,0.920427817,1.31984201,17.75174189
13107,Emanuel,12,GA,166,0.827674966,1.434340745,736.6972884
13107,Emanuel,16,GA,129,0.925309546,1.429459016,572.4936759
13107,Emanuel,20,GA,41,1.059778991,1.247059868,181.9553544
13107,Emanuel,24,GA,240,0.876492256,1.283450939,1065.104513
13109,Evans,1,GA,0,1.1200524,1.202395434,0
13109,Evans,4,GA,2,0.635351362,0.841208945,18.71432582
13109,Evans,8,GA,1,0.96378778,0.928230561,9.357162908
13109,Evans,12,GA,127,1.047066529,0.987180687,1188.359689
13109,Evans,16,GA,27,0.935716291,1.031159353,252.6433985
13109,Evans,20,GA,29,1.092916628,0.927294844,271.3577243
13109,Evans,24,GA,88,0.904837653,0.903901937,823.4303359
13111,Fannin,1,GA,0,0.877338059,1.635361292,0
13111,Fannin,4,GA,9,0.576885214,1.219531404,35.44004725
13111,Fannin,8,GA,15,1.442409923,1.365229376,59.06674542
13111,Fannin,12,GA,91,1.508958456,1.535341603,358.3382556
13111,Fannin,16,GA,104,1.212049616,1.470761961,409.5294349
13111,Fannin,20,GA,97,1.702697381,1.420752117,381.9649537
13111,Fannin,24,GA,288,1.138019295,1.402244536,1134.081512
13113,Fayette,1,GA,0,1.221516789,1.580545489,0
13113,Fayette,4,GA,64,0.655993161,1.098634943,56.9886824
13113,Fayette,8,GA,26,1.169603662,1.337275051,23.15165223
13113,Fayette,12,GA,311,1.115820593,1.429881659,276.9293786
13113,Fayette,16,GA,174,1.037728289,1.315191936,154.9379803
13113,Fayette,20,GA,398,1.121964685,1.265861108,354.3983687
13113,Fayette,24,GA,965,1.008788723,1.251524893,859.2824769
